,id,pair,cue,target,cond,group,guess,phase,corr,corr_g,c2t,c2g,t2g,finguess,intrusions
1806,30,7,snow,road,1,A,,1,0,0.0,0.44269753,,,bad,0.0
1807,30,8,bay,beach,0,A,,1,0,,0.5876903,,,,0.0
1808,30,9,learn,find,1,A,give,1,0,0.0,0.62303567,0.5845301151275635,0.6249316930770874,tile,0.0
1809,30,10,just,need,1,A,,1,0,0.0,0.6575736,,,easy,0.0
1810,30,11,tile,sand,0,A,,1,0,,0.39506063,,,,0.0
1811,30,12,cabin,jelly,0,A,,1,0,,0.061660893,,,,0.0
1812,30,13,many,all,1,A,,1,0,0.0,0.7478515,,,ice,0.0
1813,30,14,sap,laugh,0,A,,1,0,,0.08919973,,,,0.0
1814,30,15,inch,cover,1,A,mark,1,0,0.0,0.23288062,0.16668646037578583,0.22334016859531403,bored,0.0
1815,30,16,bike,paint,0,A,,1,0,0.0,0.31452736,,,hearl,0.0
1816,30,17,baby,toy,0,A,,1,0,,0.5090242,,,,0.0
1817,30,18,pious,add,0,A,,1,0,,-0.005233292,,,,0.0
1818,30,19,write,step,1,A,down,1,0,1.0,0.36689934,0.3401193618774414,0.4934346079826355,down,1.0
1819,30,20,fairy,paper,0,A,,1,0,,0.25410262,,,,0.0
1820,30,21,think,know,0,A,,1,0,,0.88507104,,,,0.0
1821,30,22,wart,news,0,A,fart,1,0,0.0,-0.0072534606,0.2599200904369354,0.09174654632806778,bad,0.0
1822,30,23,mild,track,0,A,,1,0,,0.10546857,,,,0.0
1823,30,24,night,show,0,A,,1,0,,0.5008233,,,,0.0
1824,30,25,best,great,0,A,,1,0,,0.70658535,,,,0.0
1825,30,26,wrong,kill,0,A,,1,0,,0.45672953,,,,0.0
1826,30,27,jog,rent,0,A,,1,0,0.0,0.08143854,,,trike,0.0
1827,30,28,acorn,minus,0,A,po,1,0,0.0,0.08931689,0.028019938617944717,0.16252011060714722,bored,0.0
1828,30,29,dent,fire,1,A,,1,0,0.0,0.17562199,,,lack,0.0
1829,30,30,cent,art,0,A,,1,0,,0.072835386,,,,0.0
1830,30,31,shiny,layer,0,A,,2,0,,0.2976558,,,,
1831,30,32,blues,music,0,A,,2,0,,0.5405771,,,,
1832,30,33,dip,bossy,1,A,bow,2,0,0.0,-0.013717066,0.26589226722717285,0.11008580029010773,less,0.0
1833,30,34,notes,stair,0,A,nokl,2,0,0.0,0.05721494,,,tacos,0.0
1834,30,35,bun,lake,1,A,,2,0,0.0,0.08999329,,,do,0.0
1835,30,36,agony,hound,0,A,,2,0,,0.2622713,,,,
1836,30,37,tug,vote,0,A,,2,0,0.0,0.0065951585,,,rock,0.0
1837,30,38,wood,fear,0,A,,2,0,,0.18111432,,,,
1838,30,39,yearn,cards,0,A,,2,0,0.0,0.06786431,,,brick,0.0
